seg_id,n_points,mean_p_impaired,p75_p_impaired,worst_p_impaired,health_score,health_score_worst_reach,dominant_class,method
SEG_f532fd3bc8,8,0.5669206974128234,0.6079302587176603,0.6450506186726659,0.43307930258717664,0.39206974128233973,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_021fc18aaf,10,0.562511811023622,0.6443307086614173,0.7805174353205849,0.437488188976378,0.3556692913385827,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_db22f44f2e,16,0.562326349831271,0.7273453318335208,0.750652418447694,0.43767365016872894,0.2726546681664792,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_7b3eb71559,14,0.5603487064116985,0.6536923509561304,0.7330258717660292,0.43965129358830146,0.34630764904386957,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_4a380cfd38,11,0.5582513549442683,0.6153993250843645,0.6560742407199099,0.44174864505573175,0.38460067491563554,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_553e709888,4,0.5568953880764904,0.5837345331833521,0.6437682789651292,0.4431046119235096,0.4162654668166479,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_5f65ee822b,13,0.5564523665311067,0.674398200224972,0.8137457817772779,0.44354763346889325,0.325601799775028,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_3783821264,8,0.5556692913385827,0.6167857142857143,0.6733633295838021,0.44433070866141733,0.38321428571428573,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_edd9d7381d,13,0.5517002682357013,0.6374353205849269,0.7093475815523059,0.4482997317642987,0.3625646794150731,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_9194c4a729,12,0.5512767154105737,0.6892266591676041,0.7302474690663666,0.44872328458942634,0.31077334083239594,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_243174ef84,12,0.5488976377952756,0.604513498312711,0.7515973003374578,0.45110236220472444,0.39548650168728905,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_121ad386ef,210,0.5478146660238898,0.6751659167604049,0.837007874015748,0.45218533397611016,0.32483408323959506,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_079fe720bb,49,0.5425281788755997,0.6235883014623171,0.7222722159730034,0.4574718211244003,0.37641169853768286,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_51a7a3bc3e,37,0.5414492445201107,0.6101912260967378,0.7494038245219347,0.4585507554798893,0.3898087739032622,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_6f24fed444,9,0.5408786401699788,0.6835208098987625,0.7353880764904387,0.4591213598300212,0.3164791901012375,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_bb8da91f6d,13,0.538760058838799,0.6154555680539933,0.8427334083239595,0.46123994116120104,0.38454443194600674,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_6189762cc6,7,0.5383094970271574,0.5440101237345332,0.7080089988751407,0.46169050297284264,0.45598987626546683,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_1f8dcb11ec,10,0.5382980877390326,0.6023481439820022,0.6435545556805399,0.46170191226096735,0.3976518560179978,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_9c8e94a07f,44,0.5340500051129973,0.6309870641169854,0.7611136107986501,0.4659499948870027,0.36901293588301465,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_9f2427753f,13,0.5338833607337544,0.5868953880764904,0.6537570303712036,0.4661166392662456,0.41310461192350956,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_f196fc8d93,51,0.5331462978892344,0.6702474690663667,0.7995275590551181,0.4668537021107656,0.3297525309336333,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_424f64b7fb,2,0.530697412823397,0.5308098987626546,0.5309223847019122,0.469302587176603,0.4691901012373454,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_ea27f9c330,50,0.5305124859392576,0.6008380202474691,0.785241844769404,0.4694875140607424,0.39916197975253087,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_fef0b61042,145,0.5254106512548,0.653599550056243,0.8204386951631046,0.4745893487452,0.34640044994375696,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_0966161c72,6,0.5209842519685038,0.5833689538807649,0.6759842519685039,0.47901574803149616,0.41663104611923507,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_321f6545cf,1,0.5198650168728909,0.5198650168728909,0.5198650168728909,0.4801349831271091,0.4801349831271091,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_073be8e241,79,0.5186447580128433,0.6456186726659167,0.8417885264341958,0.48135524198715673,0.35438132733408334,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_cac7a169c7,138,0.5183138520728386,0.6035995500562429,0.814015748031496,0.48168614792716136,0.3964004499437571,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_53bbb573d8,10,0.5172857142857142,0.6578993250843644,0.8061979752530933,0.48271428571428576,0.34210067491563556,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_edd59143a1,41,0.5144750198908064,0.6267266591676041,0.791676040494938,0.48552498010919365,0.37327334083239594,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_320fb56811,21,0.5090411912796614,0.6539932508436446,0.7335545556805398,0.4909588087203386,0.34600674915635543,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_c60cbfef2b,431,0.5076289738724655,0.6095444319460066,0.8765466816647918,0.4923710261275345,0.3904555680539934,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_340bbcf821,14,0.5023517596014784,0.6134308211473565,0.6944994375703036,0.4976482403985216,0.3865691788526435,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_7bfc8e797e,3,0.4994638170228722,0.5570697412823397,0.5871316085489313,0.5005361829771278,0.44293025871766034,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_5b75b51fd9,6,0.498893888263967,0.5574156355455567,0.7395613048368954,0.5011061117360329,0.44258436445444327,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_72e44d2c48,13,0.49881889763779524,0.5526771653543308,0.6269741282339707,0.5011811023622048,0.44732283464566924,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_7271aaebf7,13,0.4964030457731245,0.5463217097862767,0.6532395950506187,0.5035969542268754,0.4536782902137233,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_085d4b48a7,8,0.4956102362204724,0.5631861642294713,0.6768278965129358,0.5043897637795276,0.4368138357705287,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_88870b49a3,98,0.4953619062923257,0.6044488188976378,0.8288526434195725,0.5046380937076743,0.3955511811023622,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_e9c2917a22,45,0.4934265716785402,0.6001912260967379,0.74214848143982,0.5065734283214598,0.3998087739032621,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_1602f87bf9,8,0.492861361079865,0.5931974128233971,0.6967491563554556,0.507138638920135,0.4068025871766029,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_0287932862,8,0.49185461192350954,0.546003937007874,0.6275140607424072,0.5081453880764905,0.453996062992126,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_b706dc4edc,102,0.4897149253402148,0.6340016872890889,0.8697300337457818,0.5102850746597851,0.3659983127109111,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_9b47901941,13,0.4881907069308644,0.5589426321709786,0.6095050618672666,0.5118092930691356,0.4410573678290214,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_c1a28a5288,18,0.48806836645419316,0.5613132733408324,0.7446006749156355,0.5119316335458068,0.43868672665916764,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_f2fafdf6e9,185,0.4869354573921503,0.5661979752530933,0.8764791901012373,0.5130645426078497,0.43380202474690666,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_7624012b29,22,0.48363380713774407,0.5446737907761529,0.7306636670416198,0.5163661928622559,0.45532620922384714,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_86f3014737,22,0.4827896512935883,0.5467041619797526,0.7147919010123736,0.5172103487064117,0.4532958380202474,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_8baa728115,1,0.4822722159730034,0.4822722159730034,0.4822722159730034,0.5177277840269966,0.5177277840269966,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_bb499c3137,6,0.48139107611548554,0.5589088863892013,0.7295500562429696,0.5186089238845144,0.44109111361079867,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_367e61dc6e,8,0.4808759842519685,0.5470359955005624,0.6167829021372329,0.5191240157480315,0.45296400449943763,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_7704d19b24,44,0.47894365477042644,0.5776743532058493,0.724623172103487,0.5210563452295736,0.42232564679415074,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_cd7be71fc9,16,0.4789264623172103,0.5828318335208099,0.7300112485939257,0.5210735376827897,0.4171681664791901,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_4fcbd36a19,40,0.4785812710911136,0.5750084364454443,0.7401912260967378,0.5214187289088864,0.4249915635545557,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_39fd14b825,196,0.4767313078212162,0.6330258717660292,0.8614510686164228,0.5232686921787838,0.3669741282339708,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_8b4a5edf74,4,0.475748031496063,0.5466676040494938,0.5855343082114736,0.5242519685039371,0.45333239595050623,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_f60860652b,5,0.4729426321709786,0.5388976377952756,0.54,0.5270573678290214,0.46110236220472445,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_282a67d30a,58,0.4721692331562003,0.5615382452193476,0.8338582677165355,0.5278307668437997,0.4384617547806524,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_84f4e00ee8,1,0.470652418447694,0.470652418447694,0.470652418447694,0.529347581552306,0.529347581552306,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_e419b61ba5,6,0.4705530558680165,0.524066366704162,0.5492688413948256,0.5294469441319836,0.47593363329583804,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_96f3f88334,4,0.46714004499437567,0.5172862767154105,0.5438020247469066,0.5328599550056243,0.4827137232845895,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_38c45a3231,5,0.46689313835770524,0.5099437570303712,0.5588076490438695,0.5331068616422947,0.4900562429696288,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_a1c305460e,123,0.46612417350270235,0.5558436445444319,0.8037682789651294,0.5338758264972976,0.4441563554555681,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_06b44a0712,3,0.46022872140982374,0.5214904386951631,0.6910461192350956,0.5397712785901763,0.4785095613048369,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_f4467ca167,6,0.46008998875140605,0.5298790776152981,0.5852643419572553,0.539910011248594,0.47012092238470193,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_2887ac8623,26,0.4585285973868651,0.557429696287964,0.675511811023622,0.5414714026131349,0.442570303712036,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_1ab7a4ec57,8,0.457755905511811,0.5283548931383577,0.618132733408324,0.542244094488189,0.4716451068616423,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_a06761095b,15,0.4574945631796025,0.5321709786276716,0.5974803149606299,0.5425054368203974,0.4678290213723284,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_b0b770d9b2,20,0.4548363329583802,0.5321541057367829,0.5853993250843644,0.5451636670416198,0.4678458942632171,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_e2c7f2576b,9,0.45471816022997125,0.5238245219347581,0.6986276715410574,0.5452818397700288,0.47617547806524185,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_222c0e3d70,14,0.45041860838823716,0.5609223847019122,0.6019910011248594,0.5495813916117629,0.43907761529808775,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_8617c9691a,107,0.45007485045677703,0.5483014623172103,0.8111698537682789,0.5499251495432229,0.45169853768278967,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_401344aebf,12,0.4495641169853768,0.5119403824521935,0.595230596175478,0.5504358830146232,0.48805961754780647,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_6b76dc62cd,7,0.4482002249718785,0.47206974128233964,0.4986276715410573,0.5517997750281215,0.5279302587176604,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_026da372fb,2,0.4470472440944882,0.4912345331833521,0.535421822272216,0.5529527559055119,0.5087654668166479,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_aa94cb0ab4,22,0.44630074649759693,0.5097244094488189,0.6421034870641169,0.553699253502403,0.4902755905511811,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_a2aa84ae10,6,0.4387776527934008,0.4746878515185602,0.5125196850393701,0.5612223472065991,0.5253121484814398,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_f9f9b10fbf,13,0.4386415159643506,0.5269066366704162,0.5628683914510686,0.5613584840356494,0.47309336332958385,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_591cf61356,84,0.43431075579838235,0.5023734533183352,0.8028233970753655,0.5656892442016177,0.49762654668166484,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_138347af3c,35,0.43337779206170657,0.49762654668166484,0.6747806524184476,0.5666222079382934,0.5023734533183352,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_2b63e0dfb7,22,0.4311437774823602,0.4680905511811023,0.5695950506186728,0.5688562225176398,0.5319094488188977,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_685ff0249e,15,0.4298170228721409,0.49537682789651294,0.6205399325084364,0.570182977127859,0.5046231721034871,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_c7615732c9,2,0.4273847019122609,0.45549775028121475,0.48361079865016865,0.572615298087739,0.5445022497187852,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_d6dea47961,14,0.42067250522256144,0.44866985376827895,0.7078627671541057,0.5793274947774385,0.551330146231721,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_a21940da4d,4,0.4170472440944882,0.48989595050618673,0.5359842519685039,0.5829527559055119,0.5101040494938133,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_bb172f96d3,21,0.41650811505704644,0.4670303712035996,0.7070978627671541,0.5834918849429536,0.5329696287964004,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_401afa7a54,61,0.4136513673495731,0.5094938132733409,0.7004836895388076,0.5863486326504269,0.49050618672665913,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_d55e272712,5,0.40991451068616425,0.4235095613048369,0.587525309336333,0.5900854893138358,0.576490438695163,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_185d2295bb,21,0.39816540789544164,0.4295500562429696,0.7084139482564679,0.6018345921045584,0.5704499437570304,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_5b899e1ac3,11,0.39263012577973205,0.5229190101237345,0.6306636670416198,0.607369874220268,0.47708098987626546,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_c1a0050c39,14,0.39191145749638434,0.43146231721034867,0.7901462317210349,0.6080885425036157,0.5685376827896513,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_bb2d083299,13,0.38861036601194077,0.46622047244094494,0.623318335208099,0.6113896339880592,0.5337795275590551,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_e2bc7d7ff0,63,0.3566663095684468,0.44101799775028117,0.7952418447694038,0.6433336904315532,0.5589820022497188,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_c3d4559452,17,0.354172566664461,0.43147356580427443,0.5411586051743531,0.6458274333355389,0.5685264341957256,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_183d441104,1,0.3527784026996626,0.3527784026996626,0.3527784026996626,0.6472215973003375,0.6472215973003375,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_ecfab557d1,189,0.34961594086453474,0.47538807649043874,0.8629133858267717,0.6503840591354653,0.5246119235095612,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_f94e1ebbc4,1,0.3469066366704162,0.3469066366704162,0.3469066366704162,0.6530933633295838,0.6530933633295838,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_046fa3bf86,5,0.3243419572553431,0.3315973003374578,0.33556805399325085,0.6756580427446569,0.6684026996625422,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_83c2fdf8de,45,0.32418922634670666,0.3929696287964004,0.5805511811023623,0.6758107736532933,0.6070303712035996,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_96df9099ec,46,0.3068046657211327,0.3498368953880765,0.5490888638920135,0.6931953342788673,0.6501631046119235,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_da34fcab83,39,0.28903810100660493,0.381214848143982,0.586490438695163,0.710961898993395,0.618785151856018,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_77270133c0,5,0.27777727784026995,0.3410686164229471,0.46988751406074236,0.72222272215973,0.6589313835770529,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_b2a2e9e2af,1,0.22924634420697415,0.22924634420697415,0.22924634420697415,0.7707536557930259,0.7707536557930259,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_25c908c020,19,0.1897560831211888,0.2244713160854893,0.31168728908886395,0.8102439168788111,0.7755286839145107,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_d703f4c9a0,45,0.13871266091738532,0.19227221597300337,0.4543869516310461,0.8612873390826147,0.8077277840269966,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_b3832aff78,35,0.05370785794632813,0.06866704161979753,0.39709786276715414,0.9462921420536718,0.9313329583802025,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_a02d95b40a,73,0.04370926236960106,0.08696287964004501,0.21132733408323962,0.956290737630399,0.913037120359955,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
SEG_815209cb8a,1,0.01795275590551182,0.01795275590551182,0.01795275590551182,0.9820472440944882,0.9820472440944882,ok_provisional,PROVISIONAL_HEURISTIC_NOT_VALIDATED
